title,speaker,initial speech,initial sentiment,initial POLARITY
The Tragedy of Julius Caesar,POPILIUS,I wish your enterprise to-day may thrive.,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.8645 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.977  0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.    ]",0.8776666666666667
The Tragedy of Julius Caesar,Several Citizens,Come down.,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.838  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.79
The Tragedy of Julius Caesar,CINNA THE POET,"I dreamt to-night that I did feast with Caesar, And things unlucky charge my fantasy: I have no will to wander forth of doors, Yet something leads me forth.","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.91783333  0.          0.         -0.879       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.874       0.         -0.9805      0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.3         0.        ]",0.36074999999999996
The Tragedy of Julius Caesar,OCTAVIUS,"Your brother too must die; consent you, Lepidus?","[-0.234  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.966  0.     0.     0.     0.
  0.     0.     0.    -0.928  0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.209  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.009249999999999987
The Tragedy of Julius Caesar,LEPIDUS,I do consent--,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Julius Caesar,PINDARUS,"I do not doubt But that my noble master will appear Such as he is, full of regard and honour.","[ 0.     0.     0.     0.     0.     0.844  0.     0.     0.     0.
  0.     0.521  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.906  0.     0.     0.     0.
  0.     0.     0.     0.    -0.329  0.     0.     0.     0.     0.
  0.     0.     0.986  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.304  0.   ]",0.49816666666666665
The Tragedy of Julius Caesar,Third Soldier,Stand!,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.856 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.805
The Tragedy of Julius Caesar,MESSALA,Myself have letters of the selfsame tenor.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.975 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.948 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.183 0.   ]",0.6553333333333333
The Tragedy of Julius Caesar,TITINIUS,"Good night, Lord Brutus.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.983  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.999  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.12733333333333333
The Tragedy of Julius Caesar,VARRO,Calls my lord?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Tragedy of Julius Caesar,GHOST,"Thy evil spirit, Brutus.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.999   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.659   0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.4995  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",-0.4463333333333333
The Tragedy of Julius Caesar,CLAUDIUS,My lord?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Tragedy of Julius Caesar,CATO,He is slain.,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.954  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.874
The Tragedy of Julius Caesar,CLITUS,"Statilius show'd the torch-light, but, my lord, He came not back: he is or ta'en or slain.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.983  0.     0.659 -0.953  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.954  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.088
The Tragedy of Julius Caesar,DARDANIUS,Shall I do such a deed?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.961 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.881
The Tragedy of Julius Caesar,VOLUMNIUS,What says my lord?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Tragedy of Julius Caesar,STRATO,"Give me your hand first. Fare you well, my lord.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.986 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.215 0.   ]",0.5916666666666667
The Second Part of Henry the Fourth,RUMOUR,"Open your ears; for which of you will stop The vent of hearing when loud Rumour speaks? I, from the orient to the drooping west, Making the wind my post-horse, still unfold The acts commenced on this ball of earth: Upon my tongues continual slanders ride, The which in every language I pronounce, Stuffing the ears of men with false reports. I speak of peace, while covert enmity Under the smile of safety wounds the world: And who but Rumour, who but only I, Make fearful musters and prepared defence, Whiles the big year, swoln with some other grief, Is thought with child by the stern tyrant war, And no such matter? Rumour is a pipe Blown by surmises, jealousies, conjectures And of so easy and so plain a stop That the blunt monster with uncounted heads, The still-discordant wavering multitude, Can play upon it. But what need I thus My well-known body to anatomize Among my household? Why is Rumour here? I run before King Harry's victory; Who in a bloody field by Shrewsbury Hath beaten down young Hotspur and his troops, Quenching the flame of bold rebellion Even with the rebel's blood. But what mean I To speak so true at first? my office is To noise abroad that Harry Monmouth fell Under the wrath of noble Hotspur's sword, And that the king before the Douglas' rage Stoop'd his anointed head as low as death. This have I rumour'd through the peasant towns Between that royal field of Shrewsbury And this worm-eaten hold of ragged stone, Where Hotspur's father, old Northumberland, Lies crafty-sick: the posts come tiring on, And not a man of them brings other news Than they have learn'd of me: from Rumour's tongues They bring smooth comforts false, worse than true wrongs.","[-0.554       0.          0.          0.          0.          0.9115
  0.          0.          0.          0.         -0.787       0.659
  0.          0.          0.          0.         -0.912      -0.31493333
  0.          0.          0.         -0.1035      0.         -0.3785
 -0.09133333  0.919      -0.2436      0.659      -0.70876923 -0.354875
 -0.659       0.          0.          0.         -0.68014286  0.
  0.          0.          0.          0.          0.          0.
  0.955       0.         -0.854       0.325       0.159       0.
 -0.4175      0.          0.         -0.232       0.999       0.
  0.          0.         -0.225       0.          0.          0.
  0.          0.          0.          0.27933333 -0.986     ]",-0.095020202020202
The Second Part of Henry the Fourth,LORD BARDOLPH,"Who keeps the gate here, ho? Where is the earl?","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Fourth,TRAVERS,"My lord, Sir John Umfrevile turn'd me back With joyful tidings; and, being better horsed, Out-rode me. After him came spurring hard A gentleman, almost forspent with speed, That stopp'd by me to breathe his bloodied horse. He ask'd the way to Chester; and of him I did demand what news from Shrewsbury: He told me that rebellion had bad luck And that young Harry Percy's spur was cold. With that, he gave his able horse the head, And bending forward struck his armed heels Against the panting sides of his poor jade Up to the rowel-head, and starting so He seem'd in running to devour the way, Staying no longer question.","[-0.36175     0.          0.          0.          0.          0.872
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.442
  0.          0.          0.          0.          0.237       0.
  0.          0.91522222 -0.402       0.608      -0.885       0.
  0.          0.          0.          0.         -0.6785      0.
  0.          0.          0.          0.          0.          0.582
  0.936       0.         -0.845       0.          0.          0.
 -0.1235      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.316       0.        ]",-0.028135135135135162
The Second Part of Henry the Fourth,MORTON,"I ran from Shrewsbury, my noble lord; Where hateful death put on his ugliest mask To fright our party.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.659   0.      0.983   0.
  0.      0.      0.      0.      0.      0.      0.     -0.7835  0.
  0.      0.      0.      0.      0.      0.      0.9155  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.304   0.    ]",0.07257142857142854
The Second Part of Henry the Fourth,Lord Chief-Justice,What's he that goes there?,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Fourth,MOWBRAY,I well allow the occasion of our arms; But gladly would be better satisfied How in our means we should advance ourselves To look with forehead bold and big enough Upon the power and puissance of the king.,"[ 0.          0.          0.          0.          0.          0.872
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.329       0.
 -0.196       0.90957143  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.856       0.          0.          0.
  0.          0.          0.          0.          0.999       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.6132142857142856
The Second Part of Henry the Fourth,FANG,It is entered.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.954 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.869
The Second Part of Henry the Fourth,SNARE,"Here, here.","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Fourth,LADY NORTHUMBERLAND,"I have given over, I will speak no more: Do what you will; your wisdom be your guide.","[0.    0.    0.    0.    0.    0.906 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.829 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8634999999999999
The Second Part of Henry the Fourth,First Drawer,What the devil hast thou brought there? apple-johns? thou knowest Sir John cannot endure an apple-john.,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.999   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.8625 -0.507
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.659
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.1708
The Second Part of Henry the Fourth,Second Drawer,"Mass, thou sayest true. The prince once set a dish of apple-johns before him, and told him there were five more Sir Johns, and, putting off his hat, said 'I will now take my leave of these six dry, round, old, withered knights.' It angered him to the heart: but he hath forgot that.","[-0.534   0.      0.      0.      0.      0.834   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.3295  0.      0.918   0.
  0.     -0.9065 -0.903   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.8845  0.      0.
  0.      0.      0.     -0.66    0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",-0.00918181818181821
The Second Part of Henry the Fourth,DOLL TEARSHEET,Better than I was: hem!,"[0.    0.    0.    0.    0.    0.872 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.872
The Second Part of Henry the Fourth,SILENCE,"Good morrow, good cousin Shallow.","[-0.639  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.22633333333333336
The Second Part of Henry the Fourth,SHADOW,"Certain, 'tis certain; very sure, very sure: death, as the Psalmist saith, is certain to all; all shall die. How a good yoke of bullocks at Stamford fair?","[ 0.     0.329 -0.971  0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.209  0.     0.     0.921 -0.528  0.     0.     0.
  0.     0.     0.    -0.464 -0.908  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.0316
The Second Part of Henry the Fourth,MOULDY,"Here, an't please you.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.882 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.83
The Second Part of Henry the Fourth,WART,"Here, sir.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.845
The Second Part of Henry the Fourth,FEEBLE,"Here, sir.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.845
The Second Part of Henry the Fourth,BULLCALF,"Here, sir.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.845
The Second Part of Henry the Fourth,COLEVILE,"I am a knight, sir, and my name is Colevile of the dale.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.896 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8405
The Second Part of Henry the Fourth,HARCOURT,"From enemies heaven keep your majesty; And, when they stand against you, may they fall As those that I am come to tell you of! The Earl Northumberland and the Lord Bardolph, With a great power of English and of Scots Are by the sheriff of Yorkshire overthrown: The manner and true order of the fight This packet, please it you, contains at large.","[-0.574    0.       0.      -0.207    0.       0.9435   0.       0.
  0.       0.       0.       0.659    0.       0.       0.       0.
  0.      -0.204    0.       0.       0.       0.       0.       0.
  0.       0.8918   0.       0.      -0.62975  0.       0.       0.
  0.       0.       0.       0.45     0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.274
  0.     ]",0.16523529411764706
The Second Part of Henry the Fourth,DAVY,"Here, sir.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.845
The Second Part of Henry the Fourth,Princes,We hope no other from your majesty.,"[0.    0.    0.    0.    0.    0.888 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.999 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.9435
The Second Part of Henry the Fourth,First Beadle,"The constables have delivered her over to me; and she shall have whipping-cheer enough, I warrant her: there hath been a man or two lately killed about her.","[-0.224       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.659
  0.          0.989       0.          0.5795      0.          0.
  0.          0.          0.          0.          0.          0.
 -0.54        0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.20566667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.019000000000000017
The Second Part of Henry the Fourth,First Groom,"More rushes, more rushes.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.    -0.847
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.82
The Second Part of Henry the Fourth,Second Groom,The trumpets have sounded twice.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.211 0.   ]",0.185
The Tragedy of Antony and Cleopatra,PHILO,"Nay, but this dotage of our general's O'erflows the measure: those his goodly eyes, That o'er the files and musters of the war Have glow'd like plated Mars, now bend, now turn, The office and devotion of their view Upon a tawny front: his captain's heart, Which in the scuffles of great fights hath burst The buckles on his breast, reneges all temper, And is become the bellows and the fan To cool a gipsy's lust. Look, where they come: Take but good note, and you shall see in him. The triple pillar of the world transform'd Into a strumpet's fool: behold and see.","[-0.2675      0.          0.          0.          0.          0.999
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.         -0.20655556
  0.          0.          0.          0.          0.         -0.659
  0.          0.94088889 -0.5935      0.         -0.94425     0.
  0.          0.          0.          0.         -0.871       0.
  0.          0.          0.          0.          0.          0.
  0.975       0.         -0.856       0.          0.          0.
 -0.4185      0.          0.          0.          0.          0.659
  0.          0.          0.         -0.571       0.          0.
  0.          0.          0.          0.         -0.986     ]",0.06221875
The Tragedy of Antony and Cleopatra,CLEOPATRA,"If it be love indeed, tell me how much.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.659 -0.961  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.11099999999999999
The Tragedy of Antony and Cleopatra,MARK ANTONY,There's beggary in the love that can be reckon'd.,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.557  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.659  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.05099999999999999
The Tragedy of Antony and Cleopatra,CHARMIAN,"Lord Alexas, sweet Alexas, most any thing Alexas, almost most absolute Alexas, where's the soothsayer that you praised so to the queen? O, that I knew this husband, which, you say, must charge his horns with garlands!","[-0.234       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.182       0.
  0.          0.90466667  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.995       0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.2415      0.        ]",0.3189
The Tragedy of Antony and Cleopatra,ALEXAS,Soothsayer!,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.182 0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.148
The Tragedy of Antony and Cleopatra,DOMITIUS ENOBARBUS,Bring in the banquet quickly; wine enough Cleopatra's health to drink.,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.9815 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.548  0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.227  0.    ]",0.609
The Tragedy of Antony and Cleopatra,IRAS,"No, you shall paint when you are old.","[-0.534  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.621  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.04349999999999998
